wire_id,bundle,circuit,signal,rail,endpoint_a,endpoint_b,connector_a,termination_a,connector_b,termination_b,from_xyz,to_xyz,route,gauge,routed_mm_est,service_slack_mm,strain_relief_mm,cut_length_mm,confidence,disposition,cut_to_fit_at_dry_fit,color_label,joint_ids,electrical_basis,ordering_class
W-UMB-008,umbilical,STEERING,GND,B servos,CAS-DOCK.STEERING_LOAD.GND,DS3235SG.GND,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near +32, Z local TBD","X −84…−16 station, L ≈0, Z 0…+22.9",dock → immediate R2 turn → A1 → A2/X1 lateral exit → steering lead,22 AWG,190,60,30,280,FIRM electrical / ASSUMPTION physical,HOLD — steering/dock dry-fit,YES,black · yellow band · STEERING GND,J-SRV-002; J-CAS-013; J-CAS-017,"Connector map: Steering servo · ESP32 #1 GPIO13 · sig, +5 V(B), GND · 3-pin servo",BASE
W-UMB-009,umbilical,DRS,sig,B servos,CAS-DOCK.DRS_LOAD.SIG,MG90S_DRS.SIG,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near +32, Z local TBD","X ≈−125, L ≈0, Z +55…+80",dock → R2 first bend → X1 90° cross → R1/A3 rear tail → wing loop,28 AWG,260,90,30,380,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,white · yellow band · DRS SIG,J-CAS-013; J-CAS-017,"Connector map: DRS servo · ESP32 #1 GPIO18 · sig, +5 V(B), GND · 3-pin servo",BASE
W-UMB-010,umbilical,DRS,+5 V,B servos,CAS-DOCK.DRS_LOAD.+5V,MG90S_DRS.+5V,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near +32, Z local TBD","X ≈−125, L ≈0, Z +55…+80",dock → R2 first bend → X1 90° cross → R1/A3 rear tail → wing loop,24 AWG,260,90,30,380,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,red · yellow band · DRS 5V,J-CAS-013; J-CAS-017,"Connector map: DRS servo · ESP32 #1 GPIO18 · sig, +5 V(B), GND · 3-pin servo",BASE
W-UMB-011,umbilical,DRS,GND,B servos,CAS-DOCK.DRS_LOAD.GND,MG90S_DRS.GND,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near +32, Z local TBD","X ≈−125, L ≈0, Z +55…+80",dock → R2 first bend → X1 90° cross → R1/A3 rear tail → wing loop,24 AWG,260,90,30,380,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,black · yellow band · DRS GND,J-CAS-013; J-CAS-017,"Connector map: DRS servo · ESP32 #1 GPIO18 · sig, +5 V(B), GND · 3-pin servo",BASE
W-UMB-012,umbilical,ESC_SIGNAL,sig,power,CAS-DOCK.ESC_LOAD.SIG,ESC.SIG,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector with +5 contact removed,CRIMPED contact,"X +42…+58, L near +32, Z local TBD","X −49.2…−5, L −60.5…−23.5, Z +1.5…+25.7",dock → immediate R2 turn → A1 → ESC signal exit; stay ≥20 mm from motor phase run,28 AWG,180,50,30,260,FIRM electrical / ASSUMPTION physical,HOLD — ESC/dock dry-fit,YES,white · ESC SIG14,J-CAS-013; J-CAS-017,"Connector map: ESC signal · ESP32 #1 GPIO14 → ESC · sig, GND only · 3-pin servo, +5 V pin removed",BASE
W-UMB-013,umbilical,ESC_SIGNAL,GND,power,CAS-DOCK.ESC_LOAD.GND,ESC.GND,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector with +5 contact removed,CRIMPED contact,"X +42…+58, L near +32, Z local TBD","X −49.2…−5, L −60.5…−23.5, Z +1.5…+25.7",dock → immediate R2 turn → A1 → ESC signal exit; stay ≥20 mm from motor phase run,28 AWG,180,50,30,260,FIRM electrical / ASSUMPTION physical,HOLD — ESC/dock dry-fit,YES,black · ESC GND · +5 CAVITY EMPTY,J-CAS-013; J-CAS-017,"Connector map: ESC signal · ESP32 #1 GPIO14 → ESC · sig, GND only · 3-pin servo, +5 V pin removed",BASE
W-UMB-014,umbilical,LED,data,A clean,CAS-DOCK.LED_LOAD.DATA,WS2812B.DIN,JST-XH 3-pin dock load contact,CRIMPED contact,JST-XH 3-pin strip connector,CRIMPED contact; strip pigtail SOLDERED through documented 330 Ω series resistor,"X +42…+58, L near +32, Z local TBD","tail input ≈X −125, L 0, Z +35",dock → immediate R1 turn → A1/A2 → A3 rear tail → strip input service loop,28 AWG,260,90,30,380,FIRM electrical / ASSUMPTION physical,HOLD — LED segment/topology dry-fit,YES,white · blue band · LED DATA4,J-LGT-001; J-CAS-014; J-CAS-017,"Connector map: LEDs · ESP32 #2 GPIO4 → WS2812B · data, +5 V(A), GND · JST-XH 3-pin",BASE
W-UMB-015,umbilical,LED,+5 V,A clean,CAS-DOCK.LED_LOAD.+5V,WS2812B.+5V,JST-XH 3-pin dock load contact,CRIMPED contact,JST-XH 3-pin strip connector,CRIMPED contact; strip pigtail SOLDERED,"X +42…+58, L near +32, Z local TBD","tail input ≈X −125, L 0, Z +35",dock → immediate R1 turn → A1/A2 → A3 rear tail → strip input service loop,20 AWG,260,90,30,380,FIRM electrical / ASSUMPTION physical,HOLD — LED segment/topology dry-fit,YES,red · blue band · LED 5V,J-LGT-001; J-CAS-014; J-CAS-017,"Connector map: LEDs · ESP32 #2 GPIO4 → WS2812B · data, +5 V(A), GND · JST-XH 3-pin",BASE
W-UMB-016,umbilical,LED,GND,A clean,CAS-DOCK.LED_LOAD.GND,WS2812B.GND,JST-XH 3-pin dock load contact,CRIMPED contact,JST-XH 3-pin strip connector,CRIMPED contact; strip pigtail SOLDERED,"X +42…+58, L near +32, Z local TBD","tail input ≈X −125, L 0, Z +35",dock → immediate R1 turn → A1/A2 → A3 rear tail → strip input service loop,20 AWG,260,90,30,380,FIRM electrical / ASSUMPTION physical,HOLD — LED segment/topology dry-fit,YES,black · blue band · LED GND,J-LGT-001; J-CAS-014; J-CAS-017,"Connector map: LEDs · ESP32 #2 GPIO4 → WS2812B · data, +5 V(A), GND · JST-XH 3-pin",BASE
W-UMB-017,umbilical,HALL,sig,A clean,A3144.OUT,CAS-DOCK.HALL_LOAD.SIG,JST-XH 3-pin Hall connector,CRIMPED contact; sensor pigtail SOLDERED,JST-XH 3-pin dock load contact,CRIMPED contact,"X −90.9, L collar TBD, Z +26…+27","X +42…+58, L near +32, Z local TBD",axle service loop ↔ A3 rear edge ↔ A2/R1 ↔ dock; twist sig/GND,28 AWG,220,70,30,320,FIRM electrical / ASSUMPTION physical,HOLD — Hall bracket/dock dry-fit,YES,white · blue band · HALL GPIO35,J-SNS-002; J-SNS-003; J-CAS-014; J-CAS-017,"Connector map: Hall · sensor → ESP32 #1 GPIO35 · sig, +5 V(A), GND · JST-XH 3-pin",BASE
W-UMB-018,umbilical,HALL,+5 V,A clean,CAS-DOCK.HALL_LOAD.+5V,A3144.+5V,JST-XH 3-pin dock load contact,CRIMPED contact,JST-XH 3-pin Hall connector,CRIMPED contact; sensor pigtail SOLDERED,"X +42…+58, L near +32, Z local TBD","X −90.9, L collar TBD, Z +26…+27",axle service loop ↔ A3 rear edge ↔ A2/R1 ↔ dock; twist sig/GND,28 AWG,220,70,30,320,FIRM electrical / ASSUMPTION physical,HOLD — Hall bracket/dock dry-fit,YES,red · blue band · HALL 5V,J-SNS-002; J-SNS-003; J-CAS-014; J-CAS-017,"Connector map: Hall · sensor → ESP32 #1 GPIO35 · sig, +5 V(A), GND · JST-XH 3-pin",BASE
W-UMB-019,umbilical,HALL,GND,A clean,CAS-DOCK.HALL_LOAD.GND,A3144.GND,JST-XH 3-pin dock load contact,CRIMPED contact,JST-XH 3-pin Hall connector,CRIMPED contact; sensor pigtail SOLDERED,"X +42…+58, L near +32, Z local TBD","X −90.9, L collar TBD, Z +26…+27",axle service loop ↔ A3 rear edge ↔ A2/R1 ↔ dock; twist sig/GND,28 AWG,220,70,30,320,FIRM electrical / ASSUMPTION physical,HOLD — Hall bracket/dock dry-fit,YES,black · blue band · HALL GND,J-SNS-002; J-SNS-003; J-CAS-014; J-CAS-017,"Connector map: Hall · sensor → ESP32 #1 GPIO35 · sig, +5 V(A), GND · JST-XH 3-pin",BASE
W-UMB-020,umbilical,SPEAKER,speaker +,A clean,CAS-DOCK.SPEAKER_LOAD.+,SPEAKER.+,JST-PH 2-pin dock load contact,CRIMPED contact,JST-PH 2-pin speaker connector,CRIMPED/factory contact,"X +42…+58, L near +32, Z local TBD","X ≈−30, L ≈+43, Z ≈+3",dock → R1/A1 → X2 if required → left sidepod speaker; twist pair,24 AWG,180,50,30,260,FIRM electrical / ASSUMPTION physical,HOLD — speaker/dock dry-fit,YES,white · SPK+,J-AUD-002; J-AUD-003; J-CAS-017,"Connector map: Speaker · amp → speaker · +, − · JST-PH 2-pin",BASE
W-UMB-021,umbilical,SPEAKER,speaker −,A clean,CAS-DOCK.SPEAKER_LOAD.−,SPEAKER.−,JST-PH 2-pin dock load contact,CRIMPED contact,JST-PH 2-pin speaker connector,CRIMPED/factory contact,"X +42…+58, L near +32, Z local TBD","X ≈−30, L ≈+43, Z ≈+3",dock → R1/A1 → X2 if required → left sidepod speaker; twist pair,24 AWG,180,50,30,260,FIRM electrical / ASSUMPTION physical,HOLD — speaker/dock dry-fit,YES,black · SPK−,J-AUD-002; J-AUD-003; J-CAS-017,"Connector map: Speaker · amp → speaker · +, − · JST-PH 2-pin",BASE
